Comunidades autónomas	Ocupación	Sexo	Periodo	Total
Navarra, Comunidad Foral de	Media	Mujeres	2011	17.510,58
Navarra, Comunidad Foral de	Media	Mujeres	2010	16.511,28
Navarra, Comunidad Foral de	Media	Mujeres	2009	16.475,27
Navarra, Comunidad Foral de	Media	Mujeres	2008	16.865,42
Navarra, Comunidad Foral de	Media	Hombres	2023	30.429,32
Navarra, Comunidad Foral de	Media	Hombres	2022	27.329,31
Navarra, Comunidad Foral de	Media	Hombres	2021	27.202,45
Navarra, Comunidad Foral de	Media	Hombres	2020	26.661,08
Navarra, Comunidad Foral de	Media	Hombres	2019	26.311,5
Navarra, Comunidad Foral de	Media	Hombres	2018	26.299,41
Navarra, Comunidad Foral de	Media	Hombres	2017	26.614,37
Navarra, Comunidad Foral de	Media	Hombres	2016	25.192,43
Navarra, Comunidad Foral de	Media	Hombres	2015	25.596,35
Navarra, Comunidad Foral de	Media	Hombres	2014	24.518,38
Navarra, Comunidad Foral de	Media	Hombres	2013	25.001,73
Navarra, Comunidad Foral de	Media	Hombres	2012	24.747,8
Navarra, Comunidad Foral de	Media	Hombres	2011	25.813,97
Navarra, Comunidad Foral de	Media	Hombres	2010	24.413,96
Navarra, Comunidad Foral de	Media	Hombres	2009	24.667,66
Navarra, Comunidad Foral de	Media	Hombres	2008	24.994,23
Navarra, Comunidad Foral de	Baja	Ambos sexos	2023	26.170,09
Navarra, Comunidad Foral de	Baja	Ambos sexos	2022	24.076,11
Navarra, Comunidad Foral de	Baja	Ambos sexos	2021	22.729,89
Navarra, Comunidad Foral de	Baja	Ambos sexos	2020	22.573,36
Navarra, Comunidad Foral de	Baja	Ambos sexos	2019	22.515,64
Navarra, Comunidad Foral de	Baja	Ambos sexos	2018	22.688,96
Navarra, Comunidad Foral de	Baja	Ambos sexos	2017	21.448,58
Navarra, Comunidad Foral de	Baja	Ambos sexos	2016	21.266,51
Navarra, Comunidad Foral de	Baja	Ambos sexos	2015	20.691,76
Navarra, Comunidad Foral de	Baja	Ambos sexos	2014	19.999,37
Navarra, Comunidad Foral de	Baja	Ambos sexos	2013	20.114,29
Navarra, Comunidad Foral de	Baja	Ambos sexos	2012	19.778,96
Navarra, Comunidad Foral de	Baja	Ambos sexos	2011	20.309,69
Navarra, Comunidad Foral de	Baja	Ambos sexos	2010	18.800,65
Navarra, Comunidad Foral de	Baja	Ambos sexos	2009	19.971,86
Navarra, Comunidad Foral de	Baja	Ambos sexos	2008	19.838,15
Navarra, Comunidad Foral de	Baja	Mujeres	2023	20.157,98
Navarra, Comunidad Foral de	Baja	Mujeres	2022	17.992,92
Navarra, Comunidad Foral de	Baja	Mujeres	2021	16.796,75
Navarra, Comunidad Foral de	Baja	Mujeres	2020	16.247,45
Navarra, Comunidad Foral de	Baja	Mujeres	2019	16.680,32
Navarra, Comunidad Foral de	Baja	Mujeres	2018	-16.577,1
Navarra, Comunidad Foral de	Baja	Mujeres	2017	15.717,16
Navarra, Comunidad Foral de	Baja	Mujeres	2016	15.068,69
Navarra, Comunidad Foral de	Baja	Mujeres	2015	14.396,52
Navarra, Comunidad Foral de	Baja	Mujeres	2014	13.382,43
Navarra, Comunidad Foral de	Baja	Mujeres	2013	14.736,89
Navarra, Comunidad Foral de	Baja	Mujeres	2012	14.444,85
Navarra, Comunidad Foral de	Baja	Mujeres	2011	15.264,91
Navarra, Comunidad Foral de	Baja	Mujeres	2010	13.904,05
Navarra, Comunidad Foral de	Baja	Mujeres	2009	14.136,56
Navarra, Comunidad Foral de	Baja	Mujeres	2008	13.945,9
Navarra, Comunidad Foral de	Baja	Hombres	2023	29.233,56
Navarra, Comunidad Foral de	Baja	Hombres	2022	27.186,86
Navarra, Comunidad Foral de	Baja	Hombres	2021	25.592,38
Navarra, Comunidad Foral de	Baja	Hombres	2020	25.807,58
Navarra, Comunidad Foral de	Baja	Hombres	2019	25.399,64
Navarra, Comunidad Foral de	Baja	Hombres	2018	25.518,28
Navarra, Comunidad Foral de	Baja	Hombres	2017	24.033,62
Navarra, Comunidad Foral de	Baja	Hombres	2016	24.392,95
Navarra, Comunidad Foral de	Baja	Hombres	2015	24.053,81
Navarra, Comunidad Foral de	Baja	Hombres	2014	23.989,26
Navarra, Comunidad Foral de	Baja	Hombres	2013	23.619,25
Navarra, Comunidad Foral de	Baja	Hombres	2012	23.518,8
Navarra, Comunidad Foral de	Baja	Hombres	2011	23.299,83
Navarra, Comunidad Foral de	Baja	Hombres	2010	21.849,88
Navarra, Comunidad Foral de	Baja	Hombres	2009	22.261,51
Navarra, Comunidad Foral de	Baja	Hombres	2008	22.734,63
País Vasco	Todas las ocupaciones	Ambos sexos	2023	33.504,92
País Vasco	Todas las ocupaciones	Ambos sexos	2022	32.313,73
País Vasco	Todas las ocupaciones	Ambos sexos	2021	31.063,68
País Vasco	Todas las ocupaciones	Ambos sexos	2020	30.224,16
País Vasco	Todas las ocupaciones	Ambos sexos	2019	29.476,21
País Vasco	Todas las ocupaciones	Ambos sexos	2018	28.470,94
País Vasco	Todas las ocupaciones	Ambos sexos	2017	28.204,49
País Vasco	Todas las ocupaciones	Ambos sexos	2016	27.480,71
País Vasco	Todas las ocupaciones	Ambos sexos	2015	27.571,31
País Vasco	Todas las ocupaciones	Ambos sexos	2014	27.786,57
País Vasco	Todas las ocupaciones	Ambos sexos	2013	26.915,07
País Vasco	Todas las ocupaciones	Ambos sexos	2012	26.535,61
País Vasco	Todas las ocupaciones	Ambos sexos	2011	26.370,36
País Vasco	Todas las ocupaciones	Ambos sexos	2010	26.593,7
País Vasco	Todas las ocupaciones	Ambos sexos	2009	26.162,45
País Vasco	Todas las ocupaciones	Ambos sexos	2008	25.547,13
País Vasco	Todas las ocupaciones	Mujeres	2023	31.038,84
País Vasco	Todas las ocupaciones	Mujeres	2022	29.314,69
País Vasco	Todas las ocupaciones	Mujeres	2021	28.084,16
País Vasco	Todas las ocupaciones	Mujeres	2020	27.125,9
País Vasco	Todas las ocupaciones	Mujeres	2019	26.197,62
País Vasco	Todas las ocupaciones	Mujeres	2018	24.757,18
País Vasco	Todas las ocupaciones	Mujeres	2017	24.165,97
País Vasco	Todas las ocupaciones	Mujeres	2016	23.428,18
País Vasco	Todas las ocupaciones	Mujeres	2015	23.537,06
País Vasco	Todas las ocupaciones	Mujeres	2014	23.781,55
País Vasco	Todas las ocupaciones	Mujeres	2013	22.687,39
País Vasco	Todas las ocupaciones	Mujeres	2012	22.313,41
País Vasco	Todas las ocupaciones	Mujeres	2011	22.449,59
País Vasco	Todas las ocupaciones	Mujeres	2010	22.706,1
País Vasco	Todas las ocupaciones	Mujeres	2009	22.502,47
País Vasco	Todas las ocupaciones	Mujeres	2008	21.766,07
País Vasco	Todas las ocupaciones	Hombres	2023	35.600,45
País Vasco	Todas las ocupaciones	Hombres	2022	35.095,67
País Vasco	Todas las ocupaciones	Hombres	2021	33.706,34
País Vasco	Todas las ocupaciones	Hombres	2020	33.040,1
País Vasco	Todas las ocupaciones	Hombres	2019	32.529,17
País Vasco	Todas las ocupaciones	Hombres	2018	31.970,3
País Vasco	Todas las ocupaciones	Hombres	2017	31.618,97
País Vasco	Todas las ocupaciones	Hombres	2016	31.001,21
País Vasco	Todas las ocupaciones	Hombres	2015	31.088,99
País Vasco	Todas las ocupaciones	Hombres	2014	31.271
País Vasco	Todas las ocupaciones	Hombres	2013	30.312,55
País Vasco	Todas las ocupaciones	Hombres	2012	30.084,89
País Vasco	Todas las ocupaciones	Hombres	2011	29.492,66
País Vasco	Todas las ocupaciones	Hombres	2010	29.708,66
País Vasco	Todas las ocupaciones	Hombres	2009	28.889,92
País Vasco	Todas las ocupaciones	Hombres	2008	28.264
País Vasco	Alta	Ambos sexos	2023	44.076,65
País Vasco	Alta	Ambos sexos	2022	43.209,79
País Vasco	Alta	Ambos sexos	2021	40.836,06
País Vasco	Alta	Ambos sexos	2020	39.766,84
País Vasco	Alta	Ambos sexos	2019	38.232,63
País Vasco	Alta	Ambos sexos	2018	37.689,77
País Vasco	Alta	Ambos sexos	2017	37.014,11
País Vasco	Alta	Ambos sexos	2016	37.152,41
País Vasco	Alta	Ambos sexos	2015	36.249,56
País Vasco	Alta	Ambos sexos	2014	36.212,66
País Vasco	Alta	Ambos sexos	2013	38.012,19
País Vasco	Alta	Ambos sexos	2012	36.697,83
País Vasco	Alta	Ambos sexos	2011	34.888,72
País Vasco	Alta	Ambos sexos	2010	35.317,23
País Vasco	Alta	Ambos sexos	2009	34.125,14
País Vasco	Alta	Ambos sexos	2008	32.833,36
País Vasco	Alta	Mujeres	2023	42.205,08
País Vasco	Alta	Mujeres	2022	40.273,52
País Vasco	Alta	Mujeres	2021	38.287
País Vasco	Alta	Mujeres	2020	36.804,78
País Vasco	Alta	Mujeres	2019	35.794,03
País Vasco	Alta	Mujeres	2018	34.305,81
País Vasco	Alta	Mujeres	2017	33.814,32
País Vasco	Alta	Mujeres	2016	33.564,44
País Vasco	Alta	Mujeres	2015	32.514,86
País Vasco	Alta	Mujeres	2014	32.372,08
País Vasco	Alta	Mujeres	2013	33.985,66
País Vasco	Alta	Mujeres	2012	32.053,83
País Vasco	Alta	Mujeres	2011	31.287,56
País Vasco	Alta	Mujeres	2010	31.553,32
País Vasco	Alta	Mujeres	2009	30.561,5
País Vasco	Alta	Mujeres	2008	29.469,71
País Vasco	Alta	Hombres	2023	46.126,92
País Vasco	Alta	Hombres	2022	46.658,64
País Vasco	Alta	Hombres	2021	43.539,82
País Vasco	Alta	Hombres	2020	42.982,85
País Vasco	Alta	Hombres	2019	40.849,03
País Vasco	Alta	Hombres	2018	42.028,08
País Vasco	Alta	Hombres	2017	40.042,88
País Vasco	Alta	Hombres	2016	40.708,36
País Vasco	Alta	Hombres	2015	39.960,85
País Vasco	Alta	Hombres	2014	40.366,78
País Vasco	Alta	Hombres	2013	41.023,24
País Vasco	Alta	Hombres	2012	40.529,77
País Vasco	Alta	Hombres	2011	37.915,91
País Vasco	Alta	Hombres	2010	38.626,57
País Vasco	Alta	Hombres	2009	37.442,95
País Vasco	Alta	Hombres	2008	35.659,9
País Vasco	Media	Ambos sexos	2023	27.404,82
País Vasco	Media	Ambos sexos	2022	26.164,71
País Vasco	Media	Ambos sexos	2021	25.145,23
País Vasco	Media	Ambos sexos	2020	24.537,13
País Vasco	Media	Ambos sexos	2019	24.363,29
País Vasco	Media	Ambos sexos	2018	23.463,67
País Vasco	Media	Ambos sexos	2017	23.308,4
País Vasco	Media	Ambos sexos	2016	22.657,1
País Vasco	Media	Ambos sexos	2015	22.955,32
País Vasco	Media	Ambos sexos	2014	23.010,08
País Vasco	Media	Ambos sexos	2013	21.797,93
País Vasco	Media	Ambos sexos	2012	22.073,79
País Vasco	Media	Ambos sexos	2011	22.470,77
País Vasco	Media	Ambos sexos	2010	21.996,03
País Vasco	Media	Ambos sexos	2009	21.886,73
País Vasco	Media	Ambos sexos	2008	21.862,43
País Vasco	Media	Mujeres	2023	24.056,39
País Vasco	Media	Mujeres	2022	22.947,12
País Vasco	Media	Mujeres	2021	21.800,1
País Vasco	Media	Mujeres	2020	21.112,26
País Vasco	Media	Mujeres	2019	20.445,54
País Vasco	Media	Mujeres	2018	19.007,34
País Vasco	Media	Mujeres	2017	18.762,49
País Vasco	Media	Mujeres	2016	18.428,21
País Vasco	Media	Mujeres	2015	19.061,49
País Vasco	Media	Mujeres	2014	18.277,3
País Vasco	Media	Mujeres	2013	18.635,01
País Vasco	Media	Mujeres	2012	18.693,62
País Vasco	Media	Mujeres	2011	18.766,47
País Vasco	Media	Mujeres	2010	18.019,12
País Vasco	Media	Mujeres	2009	17.737,29
País Vasco	Media	Mujeres	2008	17.881,87
País Vasco	Media	Hombres	2023	30.529,66
País Vasco	Media	Hombres	2022	29.564,51
País Vasco	Media	Hombres	2021	28.845,69
País Vasco	Media	Hombres	2020	28.506,37
País Vasco	Media	Hombres	2019	28.938,5
País Vasco	Media	Hombres	2018	27.893,02
País Vasco	Media	Hombres	2017	27.714,23
País Vasco	Media	Hombres	2016	26.851,36
País Vasco	Media	Hombres	2015	26.877,57
País Vasco	Media	Hombres	2014	27.329,55
País Vasco	Media	Hombres	2013	24.983,75
País Vasco	Media	Hombres	2012	25.489,32
País Vasco	Media	Hombres	2011	25.874,22
País Vasco	Media	Hombres	2010	25.513,97
País Vasco	Media	Hombres	2009	25.207,44
País Vasco	Media	Hombres	2008	25.123,18
País Vasco	Baja	Ambos sexos	2023	26.247,62
País Vasco	Baja	Ambos sexos	2022	25.875,52
País Vasco	Baja	Ambos sexos	2021	24.469,18
País Vasco	Baja	Ambos sexos	2020	23.519,14
País Vasco	Baja	Ambos sexos	2019	23.610,61
País Vasco	Baja	Ambos sexos	2018	23.226,38
País Vasco	Baja	Ambos sexos	2017	22.233,22
País Vasco	Baja	Ambos sexos	2016	22.049,56
País Vasco	Baja	Ambos sexos	2015	22.761,12
País Vasco	Baja	Ambos sexos	2014	21.394,31
País Vasco	Baja	Ambos sexos	2013	21.740,13
País Vasco	Baja	Ambos sexos	2012	21.085,83
País Vasco	Baja	Ambos sexos	2011	21.474,95
País Vasco	Baja	Ambos sexos	2010	20.790,57
País Vasco	Baja	Ambos sexos	2009	21.124,24
País Vasco	Baja	Ambos sexos	2008	21.730,26
País Vasco	Baja	Mujeres	2023	17.720,64
País Vasco	Baja	Mujeres	2022	17.850,91
País Vasco	Baja	Mujeres	2021	16.631,35
País Vasco	Baja	Mujeres	2020	16.387,13
País Vasco	Baja	Mujeres	2019	16.890,14
País Vasco	Baja	Mujeres	2018	15.207,98
País Vasco	Baja	Mujeres	2017	15.194,42
País Vasco	Baja	Mujeres	2016	15.157,51
País Vasco	Baja	Mujeres	2015	15.500,63
País Vasco	Baja	Mujeres	2014	14.363,78
País Vasco	Baja	Mujeres	2013	15.231,24
País Vasco	Baja	Mujeres	2012	15.187,25
País Vasco	Baja	Mujeres	2011	15.252,4
País Vasco	Baja	Mujeres	2010	14.874,91
País Vasco	Baja	Mujeres	2009	14.371,31
País Vasco	Baja	Mujeres	2008	15.257,72
País Vasco	Baja	Hombres	2023	29.911,82
País Vasco	Baja	Hombres	2022	29.598,93
País Vasco	Baja	Hombres	2021	27.676,77
País Vasco	Baja	Hombres	2020	26.475,82
País Vasco	Baja	Hombres	2019	26.757,8
País Vasco	Baja	Hombres	2018	27.170,38
País Vasco	Baja	Hombres	2017	25.912,81
País Vasco	Baja	Hombres	2016	25.742,93
País Vasco	Baja	Hombres	2015	26.531,13
País Vasco	Baja	Hombres	2014	25.005,59
País Vasco	Baja	Hombres	2013	25.335,19
País Vasco	Baja	Hombres	2012	24.484,66
País Vasco	Baja	Hombres	2011	24.783,65
País Vasco	Baja	Hombres	2010	23.924,36
País Vasco	Baja	Hombres	2009	23.939,34
País Vasco	Baja	Hombres	2008	24.405,97
Rioja, La	Todas las ocupaciones	Ambos sexos	2023	26.319,06
Rioja, La	Todas las ocupaciones	Ambos sexos	2022	24.903,38
Rioja, La	Todas las ocupaciones	Ambos sexos	2021	23.716,88
Rioja, La	Todas las ocupaciones	Ambos sexos	2020	23.292,63
Rioja, La	Todas las ocupaciones	Ambos sexos	2019	22.877,13
Rioja, La	Todas las ocupaciones	Ambos sexos	2018	22.641,17
Rioja, La	Todas las ocupaciones	Ambos sexos	2017	22.234,21
Rioja, La	Todas las ocupaciones	Ambos sexos	2016	21.999,02
Rioja, La	Todas las ocupaciones	Ambos sexos	2015	21.756,79
Rioja, La	Todas las ocupaciones	Ambos sexos	2014	21.954,1
Rioja, La	Todas las ocupaciones	Ambos sexos	2013	20.628,81
Rioja, La	Todas las ocupaciones	Ambos sexos	2012	20.346,24
Rioja, La	Todas las ocupaciones	Ambos sexos	2011	20.996,76
Rioja, La	Todas las ocupaciones	Ambos sexos	2010	21.035,86
Rioja, La	Todas las ocupaciones	Ambos sexos	2009	21.179,93
Rioja, La	Todas las ocupaciones	Ambos sexos	2008	20.674,16
Rioja, La	Todas las ocupaciones	Mujeres	2023	24.307,34
Rioja, La	Todas las ocupaciones	Mujeres	2022	22.264,39
Rioja, La	Todas las ocupaciones	Mujeres	2021	21.135,77
Rioja, La	Todas las ocupaciones	Mujeres	2020	20.959,44
Rioja, La	Todas las ocupaciones	Mujeres	2019	20.377,23
Rioja, La	Todas las ocupaciones	Mujeres	2018	19.770,93
Rioja, La	Todas las ocupaciones	Mujeres	2017	19.353,55
Rioja, La	Todas las ocupaciones	Mujeres	2016	19.047,2
Rioja, La	Todas las ocupaciones	Mujeres	2015	18.762,15
Rioja, La	Todas las ocupaciones	Mujeres	2014	18.959,85
Rioja, La	Todas las ocupaciones	Mujeres	2013	17.435,56
Rioja, La	Todas las ocupaciones	Mujeres	2012	17.486,66
Rioja, La	Todas las ocupaciones	Mujeres	2011	18.328,41
Rioja, La	Todas las ocupaciones	Mujeres	2010	18.131,05
Rioja, La	Todas las ocupaciones	Mujeres	2009	18.702,22
Rioja, La	Todas las ocupaciones	Mujeres	2008	18.364,2
Rioja, La	Todas las ocupaciones	Hombres	2023	28.482,01
Rioja, La	Todas las ocupaciones	Hombres	2022	27.741,6
Rioja, La	Todas las ocupaciones	Hombres	2021	26.488,06
Rioja, La	Todas las ocupaciones	Hombres	2020	25.664,88
Rioja, La	Todas las ocupaciones	Hombres	2019	25.342,99
Rioja, La	Todas las ocupaciones	Hombres	2018	25.593,27
Rioja, La	Todas las ocupaciones	Hombres	2017	24.820,49
Rioja, La	Todas las ocupaciones	Hombres	2016	24.653,37
Rioja, La	Todas las ocupaciones	Hombres	2015	24.532,64
Rioja, La	Todas las ocupaciones	Hombres	2014	24.814,25
Rioja, La	Todas las ocupaciones	Hombres	2013	23.641,12
Rioja, La	Todas las ocupaciones	Hombres	2012	23.097,08
Rioja, La	Todas las ocupaciones	Hombres	2011	23.512,09
Rioja, La	Todas las ocupaciones	Hombres	2010	23.641,44
Rioja, La	Todas las ocupaciones	Hombres	2009	23.240
Rioja, La	Todas las ocupaciones	Hombres	2008	22.549,68
Rioja, La	Alta	Ambos sexos	2023	35.642,92
Rioja, La	Alta	Ambos sexos	2022	34.031,9
Rioja, La	Alta	Ambos sexos	2021	33.164,58
Rioja, La	Alta	Ambos sexos	2020	32.529,32
Rioja, La	Alta	Ambos sexos	2019	32.119,52
Rioja, La	Alta	Ambos sexos	2018	32.622,22
Rioja, La	Alta	Ambos sexos	2017	31.143,85
Rioja, La	Alta	Ambos sexos	2016	30.515,83
Rioja, La	Alta	Ambos sexos	2015	30.805,42
Rioja, La	Alta	Ambos sexos	2014	30.915,35
Rioja, La	Alta	Ambos sexos	2013	29.910,26
Rioja, La	Alta	Ambos sexos	2012	28.266,33
Rioja, La	Alta	Ambos sexos	2011	29.691,42
Rioja, La	Alta	Ambos sexos	2010	29.722,92
Rioja, La	Alta	Ambos sexos	2009	28.988,24
Rioja, La	Alta	Ambos sexos	2008	28.793,45
Rioja, La	Alta	Mujeres	2023	34.160,94
Rioja, La	Alta	Mujeres	2022	32.463,3
Rioja, La	Alta	Mujeres	2021	30.693,62
Rioja, La	Alta	Mujeres	2020	30.670,14
Rioja, La	Alta	Mujeres	2019	30.543,61
Rioja, La	Alta	Mujeres	2018	29.199,31
Rioja, La	Alta	Mujeres	2017	28.325,74
Rioja, La	Alta	Mujeres	2016	27.068,5
Rioja, La	Alta	Mujeres	2015	28.114,16
Rioja, La	Alta	Mujeres	2014	28.226,79
Rioja, La	Alta	Mujeres	2013	25.162,46
Rioja, La	Alta	Mujeres	2012	25.030,25
Rioja, La	Alta	Mujeres	2011	26.897,78
Rioja, La	Alta	Mujeres	2010	25.945,88
Rioja, La	Alta	Mujeres	2009	26.236,72
Rioja, La	Alta	Mujeres	2008	26.615,09
Rioja, La	Alta	Hombres	2023	37.724,88
Rioja, La	Alta	Hombres	2022	36.100,78
Rioja, La	Alta	Hombres	2021	36.716,26
Rioja, La	Alta	Hombres	2020	34.986,37
Rioja, La	Alta	Hombres	2019	33.884,96
Rioja, La	Alta	Hombres	2018	36.697,68
Rioja, La	Alta	Hombres	2017	34.283,51
Rioja, La	Alta	Hombres	2016	34.311,22
Rioja, La	Alta	Hombres	2015	33.733,28
Rioja, La	Alta	Hombres	2014	33.624,54
Rioja, La	Alta	Hombres	2013	34.718,53
Rioja, La	Alta	Hombres	2012	31.659,91
Rioja, La	Alta	Hombres	2011	32.810,35
Rioja, La	Alta	Hombres	2010	33.924,91
Rioja, La	Alta	Hombres	2009	31.744,23
Rioja, La	Alta	Hombres	2008	31.070,22
Rioja, La	Media	Ambos sexos	2023	22.158,82
Rioja, La	Media	Ambos sexos	2022	21.228,46
Rioja, La	Media	Ambos sexos	2021	19.728,23
Rioja, La	Media	Ambos sexos	2020	19.380,44
Rioja, La	Media	Ambos sexos	2019	19.321,95
Rioja, La	Media	Ambos sexos	2018	19.254,54
Rioja, La	Media	Ambos sexos	2017	18.346,28
Rioja, La	Media	Ambos sexos	2016	18.693,65
Rioja, La	Media	Ambos sexos	2015	18.461,52
Rioja, La	Media	Ambos sexos	2014	17.874,38
Rioja, La	Media	Ambos sexos	2013	16.964,09
Rioja, La	Media	Ambos sexos	2012	17.031,57
Rioja, La	Media	Ambos sexos	2011	17.719,91
Rioja, La	Media	Ambos sexos	2010	18.073,34
Rioja, La	Media	Ambos sexos	2009	18.184,44
Rioja, La	Media	Ambos sexos	2008	17.974,9
Rioja, La	Media	Mujeres	2023	19.222
Rioja, La	Media	Mujeres	2022	17.706,34
Rioja, La	Media	Mujeres	2021	16.652,84
Rioja, La	Media	Mujeres	2020	16.435
Rioja, La	Media	Mujeres	2019	16.799,28
Rioja, La	Media	Mujeres	2018	16.951,6
Rioja, La	Media	Mujeres	2017	15.344,78
Rioja, La	Media	Mujeres	2016	15.883,04
Rioja, La	Media	Mujeres	2015	15.333,82
Rioja, La	Media	Mujeres	2014	14.787,63
Rioja, La	Media	Mujeres	2013	14.650,04
Rioja, La	Media	Mujeres	2012	14.381,09
Rioja, La	Media	Mujeres	2011	14.926,56
Rioja, La	Media	Mujeres	2010	15.444,6
Rioja, La	Media	Mujeres	2009	15.533,49
Rioja, La	Media	Mujeres	2008	15.106,18
Rioja, La	Media	Hombres	2023	25.674,75
Rioja, La	Media	Hombres	2022	25.284,22
Rioja, La	Media	Hombres	2021	23.250,71
Rioja, La	Media	Hombres	2020	22.597,54
Rioja, La	Media	Hombres	2019	22.153,55
Rioja, La	Media	Hombres	2018	21.928,3
Rioja, La	Media	Hombres	2017	21.200,45
Rioja, La	Media	Hombres	2016	21.373,75
Rioja, La	Media	Hombres	2015	21.709,63
Rioja, La	Media	Hombres	2014	21.695,23
Rioja, La	Media	Hombres	2013	19.384,88
Rioja, La	Media	Hombres	2012	20.089,9
Rioja, La	Media	Hombres	2011	20.622,74
Rioja, La	Media	Hombres	2010	20.548,22
Rioja, La	Media	Hombres	2009	20.745,2
Rioja, La	Media	Hombres	2008	20.724,2
Rioja, La	Baja	Ambos sexos	2023	19.954,14
Rioja, La	Baja	Ambos sexos	2022	18.711,17
Rioja, La	Baja	Ambos sexos	2021	18.478,36
Rioja, La	Baja	Ambos sexos	2020	17.954,69
Rioja, La	Baja	Ambos sexos	2019	17.634,09
Rioja, La	Baja	Ambos sexos	2018	18.328,4
Rioja, La	Baja	Ambos sexos	2017	17.374,19
Rioja, La	Baja	Ambos sexos	2016	17.061,69
Rioja, La	Baja	Ambos sexos	2015	16.575,5
Rioja, La	Baja	Ambos sexos	2014	17.213,57
Rioja, La	Baja	Ambos sexos	2013	15.847,99
Rioja, La	Baja	Ambos sexos	2012	16.142,9
Rioja, La	Baja	Ambos sexos	2011	16.687,52
Rioja, La	Baja	Ambos sexos	2010	16.398,24
Rioja, La	Baja	Ambos sexos	2009	16.879,89
Rioja, La	Baja	Ambos sexos	2008	16.683,86
Rioja, La	Baja	Mujeres	2023	-14.656,79
Rioja, La	Baja	Mujeres	2022	-13.134,49
Rioja, La	Baja	Mujeres	2021	-13.120,42
Rioja, La	Baja	Mujeres	2020	-12.621,58
Rioja, La	Baja	Mujeres	2019	-11.913,35
Rioja, La	Baja	Mujeres	2018	-12.785,84
Rioja, La	Baja	Mujeres	2017	-12.083,9
Rioja, La	Baja	Mujeres	2016	-12.251,57
Rioja, La	Baja	Mujeres	2015	-11.103,82
Rioja, La	Baja	Mujeres	2014	-12.927,73
Rioja, La	Baja	Mujeres	2013	-12.025,02
Rioja, La	Baja	Mujeres	2012	-12.251,86
Rioja, La	Baja	Mujeres	2011	-12.690,73
Rioja, La	Baja	Mujeres	2010	-11.851,31
Rioja, La	Baja	Mujeres	2009	12.959,78
Rioja, La	Baja	Mujeres	2008	12.815,04
Rioja, La	Baja	Hombres	2023	23.038,51
Rioja, La	Baja	Hombres	2022	22.550,4
Rioja, La	Baja	Hombres	2021	21.854,55
Rioja, La	Baja	Hombres	2020	21.200,55
Rioja, La	Baja	Hombres	2019	21.407,91
Rioja, La	Baja	Hombres	2018	21.899,58
Rioja, La	Baja	Hombres	2017	20.617,27
Rioja, La	Baja	Hombres	2016	20.032,77
Rioja, La	Baja	Hombres	2015	19.812,57
Rioja, La	Baja	Hombres	2014	19.506,98
Rioja, La	Baja	Hombres	2013	18.514,84
Rioja, La	Baja	Hombres	2012	18.466,89
Rioja, La	Baja	Hombres	2011	19.213,32
Rioja, La	Baja	Hombres	2010	19.213,87
Rioja, La	Baja	Hombres	2009	18.773,83
Rioja, La	Baja	Hombres	2008	18.489,64
